Smiles,Adduct,CCS,Predicted_CCS,m/z,Cluster
Brc1ccc(cc1)OC(C(=O)N1CCc2c(C1)ccs2)C,[M+Na]+,192.2,184.12766,389.2698000000001,2
O=C(c1ccc2c(c1)scn2)Nc1ccccc1O,[M+H]+,167.26,160.50623,271.3208,2
O=C1CCCN1Cc1ccc(cc1)C(=O)N1CCN(CC1)S(=O)(=O)c1ccc2c(c1)CCCC2,[M+H]+,228.71,214.09126,482.6258000000004,2
C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)OP(=O)(O)O,[M-H]-,148.02,143.92961,259.0219186,2
CC(=CCC/C(=C\CO)/C)C,[M+K]+,140.1,140.45694,193.2340652,2
CCOc1ccccc1N1CCN(CC1)CC(=O)Nc1c(C)cccc1C,[M+Na]+,197.18,197.81009,390.4828,2
CCCCC/C=C\C[C@@H](C/C=C/C=C/[C@H]([C@H](CCCC(=O)O)O)SC[C@H](C(=O)O)N)O,[M-H]-,170.42,214.89519,456.242009,2
Cc1ccc(cc1)S(=O)(=O)N1CCN(CC1)Cc1nc2n(c1)cccc2C,[M-H]-,190.89,191.32367,383.4972000000001,2
O=C(NC(c1ccc2c(c1)OCO2)C)CSc1nnc(n1Cc1ccccc1)c1ccco1,[M-H]-,213.62,213.6269,461.52320000000014,2
NC(=O)NC(=O)C(Sc1ncc(cc1Cl)C(F)(F)F)C,[M-H]-,168.19,165.3188,326.7072,2
O=S(=O)(c1ccc(nc1)SCc1nc2n(c1)cccc2)N1CCN(CC1)Cc1ccccc1,[M+H]+,215.56,211.28061,480.6388000000002,2
C[N+]1=CC=CC(=C1)C(=O)[O-],[M+H]+,122.4,124.805885,138.0554785,2
CCOc1cc(ccc1OCC(=O)N1CCOCC1)C(=O)Nc1ccc(cc1)c1ccccc1,[M+Na]+,240.42,227.22617,483.5198000000001,2
C(CC(C(=O)O)N)CC(=O)O,[M+Na]+,139.2,136.52255,184.0586078,2
CN(C(=O)c1ccccc1C(=O)OCc1nnc(o1)c1ccccc1)c1ccccc1,[M+H]+,198.62,197.89725,414.4408,2
COc1ccc(cc1F)CN(C(=O)Cc1c[nH]c2c1cccc2)C,[M+H]+,181.4,174.16779,327.3788,2
O=C(N1CCN(CC1)Cc1ccc2c(c1)CCO2)Cc1csc(n1)c1cscc1,[M+H]+,199.73,198.31523,426.5868000000001,2
CC(CNC(=O)CCc1onc(n1)C(C)C)C,[M-H]-,156.4,160.17542,238.3112,2
CCCCN(S(=O)(=O)c1ccccc1)CC(=O)NC(=O)NCC,[M-H]-,176.03,180.29916,340.4252000000001,2
C=CCCOc1ccc(OCCCN2CCOCC2)cc1,[M+H]+,174.8,175.42914,292.1912437,2
O=S(=O)(c1ccc(nc1)Sc1nc2c(n1c1ccccc1)CCCC2)N1CCOCC1,[M+H]+,215.51,211.38818,457.60080000000033,2
COc1cc(NS(=O)(=O)c2c(C)c(C)c(c(c2C)C)C)c(cc1OC)C,[M+H]+,190.14,189.91606,378.5138000000001,2
CCCC(NC(=O)CN1C(=O)NC(C1=O)(C)c1ccc(cc1Cl)Cl)C,[M+H]+,191.59,189.89508,387.2868,2
COC1=CC=C(C=C1)C2=COC3=C(C(=C(C=C3C2=O)OC)O)O,[M+Na]+,177.7,182.97868,337.0688382,2
Brc1cncc(c1)C(=O)N1CCN(CC1)C(=O)C,[M+H]+,163.26,161.42447,313.17480000000006,2
O=C(Nc1ccc(cc1)OC(F)F)CSc1ncccn1,[M-H]-,171.33,167.33102,310.3052,2
O=C(c1cc(ccc1Br)S(=O)(=O)N)Nc1cccc2c1CCCC2,[M+H]+,190.25,191.81161,410.3128000000002,2
C1=CC(=C(C=C1CCC(=O)O)O)O,[M-H]-,133.0474967,136.47083,181.0501088,2
CCOC(=O)CCCNC(=O)c1ccc(c(c1)OC)OCC,[M+H]+,177.92,178.18942,310.36980000000005,2
O=C(c1ccccc1SCC1CCCO1)Nc1ccc(cc1)S(=O)(=O)N1CCOCC1,[M+Na]+,215.48,216.81021,485.58280000000025,2
OC(=O)c1cccnc1Nc1ccccc1F,[M+H]+,150.22,147.00969,233.2218,2
CC1CCCC(N1C(=O)CSc1nnc(n1Cc1ccc2c(c1)OCO2)c1ccccc1)C,[M+Na]+,219.39,214.61414,487.5808000000002,2
N#CC(C(C)C)(NC(=O)CSc1nc2ccc(cc2c(=O)n1CC)Br)C,[M+H]+,199.89,196.63919,438.37080000000014,2
CN1C[C@@H](C[C@H]2[C@H]1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,[M+H]+,197.6,195.19894,404.2337772,2
O=C(Nc1ccccc1N1CCOCC1)CCC(=O)N1CCN(CC1)S(=O)(=O)c1ccccc1,[M-H]-,218.28,219.8591,485.5862000000002,2
O=C1CCCCC1Sc1nc2sc(c(c2c(=O)n1Cc1ccccc1)C)C,[M+H]+,188.86,195.32454,399.56080000000014,2
CCC1(NC(=O)N(C1=O)CC(=O)NC(C12CC3CC(C2)CC(C1)C3)C)c1ccccc1,[M+Na]+,215.83,210.71404,446.5468000000002,2
Fc1ccc2c(c1)c(CCC(=O)N1CCN(CC1)C(=O)C)c([nH]2)c1ccc(cc1)F,[M-H]-,191.42,196.22737,410.4442000000001,2
CCOc1cc(ccc1OCC)C(=O)N1CCNC(=O)C1,[M+Na]+,185.77,176.33264,315.32480000000004,2
C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@H]6[C@@]5(CC[C@@H](C6)O)C)C)C)OC1,[M+Na]+,199.9,200.30563,439.3188453,2
COc1ccccc1c1nn(cc1C(=O)OC1CC(OC1=O)C)Cc1ccccc1,[M-H]-,187.54,203.0366,405.4302000000002,2
O=C1N(Cc2ccccc2)C(Nc2c1cccc2)c1cnn(n1)c1ccccc1,[M+Na]+,195.44,197.86871,404.4288000000001,2
COc1ccc(cc1)CCNCC(COCc1ccc(c(c1)OC)OC)O,[M+H]+,190.83,191.3085,376.47280000000006,2
CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3,[M+H]+,190.8,193.37881,367.2749137,2
CC1CCCN(C1)C(=O)COC(=O)Cc1ccc(cc1)Cl,[M+Na]+,181.11,178.54211,332.7828,2
O=C(N1CCCC1c1ccc2c(c1)OCCO2)c1cnn(n1)c1ccccc1,[M+H]+,194.66,190.39906,377.4238,2
COc1cccc(c1)CNC(=O)CN1C(=O)NC(C1=O)(CC)c1ccccc1,[M-H]-,190.14,191.95436,380.42420000000016,2
COc1cc(OC)ccc1C=CC(=O)c1ccc(cc1)c1ccccc1,[M+Na]+,199.06,199.93387,367.3998,2
CC(c1noc(n1)C(Sc1nnc(n1Cc1ccc2c(c1)OCO2)c1ccccc1)C)C,[M-H]-,202.77,210.32544,448.52820000000025,2
O=C1NC(C(=O)N1Cc1onc(n1)c1cccs1)(C)c1ccc2c(c1)OCCO2,[M+Na]+,196.55,203.58353,435.41680000000025,2
FC(Oc1ccc(cc1)CNC(=O)c1cnc2n(c1=O)ccs2)F,[M+H]+,179.62,176.696,352.3418,2
COc1ccc(cc1)CNC(=O)C12CC3CC(C1)CC(C2)(C3)Br,[M+H]+,193.42,182.78448,379.3178,2
CC1Cc2c(N1Cc1cccc(c1F)F)ccc(c2)S(=O)(=O)N,[M-H]-,183.29,174.4797,337.3712000000001,2
O=C(CN1C(=O)NC(C1=O)(Cc1ccccc1)Cc1ccccc1)NC(c1cccc(c1)Cl)C,[M+H]+,211.3,213.57297,476.9838,2
CC(=O)NCc1ccc(s1)C(=O)CSc1nc2ccccc2c(=O)n1c1cccc(c1)Cl,[M+H]+,218.27,213.70987,485.00980000000015,2
COc1cc(CNC(=O)Cc2c[nH]c3c2cccc3)cc(c1OC)OC,[M-H]-,185.55,184.02905,353.3982000000002,2
CCCCN(C(=O)c1[nH]c2c(c1)c(C)cc(c2C)C)CC,[M-H]-,177.64,175.11835,285.41120000000006,2
O=C(N(C1CC1)Cc1nnc(o1)c1ccccc1Cl)c1cccc(c1)Oc1ccccc1,[M+H]+,210.55,205.62439,446.9138000000001,2
C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=C(C=C3)O,[2M+Na]+,254.81,255.45822,707.1212204,2
O=C(c1cccc(c1)S(=O)(=O)N1CCOCC1)N1CCN(CC1)c1ccccc1,[M+Na]+,210.07,210.49011,438.50480000000016,2
CC(c1ccccc1n1c(S)nc2c(c1=O)cccc2)C,[M+Na]+,176.61,178.58795,319.38480000000004,2
O=C(C1CCCN(C1)C(=O)N1CCCC1)NCc1ccnc(c1)OCc1ccccc1,[M-H]-,214.79,214.1355,421.52120000000014,2
O=C(CCc1ccccc1Cl)NCc1ccccc1c1ccc(cc1)CN1CCCC1=O,[M+H]+,200.47,202.60251,447.98580000000027,2
O=C(N(Cc1ccc(cc1)N(C)C)C)Nc1cccc(c1)c1nnnn1C1CC1,[M+Na]+,209.83,206.75005,414.46880000000016,2
C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)([O-])OP(=O)([O-])[O-])O,[M+Na]+,175.1,187.46051,406.9912376,2
O=C(N1CCN(CC1)C(=O)c1cccs1)CSc1nnc(n1C1CC1)c1cccnc1,[M-H]-,208.09,210.80264,453.5732000000002,2
O=C(N1Cc2ccccc2C(C1)c1ccccc1)CCc1onc(n1)c1ccco1,[M-H]-,210.52,202.75969,398.4422000000002,2
CN(S(=O)(=O)c1ccc(cc1)OCCN1C(=O)C2C(C1=O)CC=CC2)C,[M-H]-,205.0,190.17221,377.4422000000002,2
O=C(N1CCc2c1cccc2)CCSc1nnc(n1Cc1ccc2c(c1)OCO2)c1ccccc1,[M+H]+,214.78,213.40262,485.5888000000002,2
O=C(N(c1ccc2c(c1)OCCO2)Cc1cccs1)CN1CCCC1c1cccs1,[M+H]+,201.14,204.41562,441.5978000000001,2
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)N)O)O)OS(=O)(=O)O,[M-H]-,149.4,149.24762,258.0283874,2
C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O.Cl,[M+H]+,170.9,168.22649,364.1315359,2
O=C(Nc1c(C)cccc1C)CN(C(=O)c1cccc(c1)Cl)C,[M-H]-,177.94,177.51599,329.8072,2
CCOc1ncccc1C(=O)Nc1ccccc1c1ccccc1,[M+H]+,175.37,176.8499,319.3838,2
CCCC1(NC(=O)N(C1=O)CC(=O)c1ccc(c(c1)C)C)c1ccccc1,[M+Na]+,200.31,198.75522,387.43480000000005,2
CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,[M+H]+,204.6,216.18608,445.3106305,2
O=C1N(CCOC(=O)c2[nH]ccc2)C(=O)c2c1cccc2,[M+H]+,159.72,166.3637,285.2788,2
O=C(C1CN(C(=O)C1)CCc1ccccc1)NC(c1ccccc1)c1ccccc1,[M-H]-,215.31,210.59483,397.49820000000017,2
O=C(NCc1ccc(cc1)F)CCC(=O)c1cc(sc1C)C,[M+H]+,182.74,176.23065,320.4088,2
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,[M-H]-,205.9,177.13968,341.1084115,2
COc1cccc(c1)N1C(NC(=O)C)C(=C(C1=O)c1ccccc1)c1nc2c(s1)cccc2,[M-H]-,219.76,214.22981,454.5312000000001,2
O=C(C1CCN(CC1)S(=O)(=O)c1ccc2c(c1)OCCCO2)NC1CCSc2c1cccc2,[M+H]+,214.24,213.08553,489.6388000000003,2
O=C(NC(c1ccccn1)C)CSc1nnc(n1C)c1ccccc1F,[M+Na]+,186.78,190.98218,394.4308,2
O=C(C1CCC=CC1)NC1CCCc2c1cccc2,[M+H]+,162.0,162.65866,256.3688,2
O=C(NC(C(=O)C)Cc1ccccc1)CSc1nnc(n1C1CC1)Cc1cccs1,[M+Na]+,200.85,203.62814,463.5838000000002,2
Clc1ccc(cc1)OCc1nnc(n1Cc1ccco1)SCC(=O)N(C(c1ccccc1)C)C,[M-H]-,219.6,219.75226,496.0122000000002,2
Clc1ccc(cc1)c1nnc(n1Cc1ccco1)SCC(=O)N1CCCC1,[M+H]+,199.91,191.61688,403.9148000000002,2
COc1cc(CNC(=O)C)ccc1OCc1ccccc1,[M+Na]+,163.29,169.2258,308.3328,2
Clc1ccc(cc1)OCCCSc1nnc(s1)N,[M+H]+,160.47,163.4075,302.8318,2
Cc1ccc(s1)C(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,[M+H]+,174.33,172.66577,319.36580000000004,2
C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,[M+H]+,169.3,168.93558,331.0155201,2
C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,[M+H]+,156.9666667,155.21365,268.1045539,2
Clc1ccc(cc1)C(c1ccccc1)NC(=O)CSc1nnc(n1C1CC1)C1CC1,[M+Na]+,208.76,201.03188,461.97380000000027,2
O=C(Nc1cccc(c1)N1CCCC1=O)CSc1nc(c(n1CC1CCCO1)C)C,[M+H]+,202.84,200.62338,429.5658000000002,2
Nc1nc(nc(n1)Nc1ccccc1C)CN1CC(Oc2c1cccc2)C(=O)N1CCCCC1,[M-H]-,211.81,211.32141,458.5462000000004,2
Fc1cccc(c1)C(c1nccn1C)NC1=NS(=O)(=O)c2c1cccc2,[M+H]+,188.43,178.59439,371.4168000000001,2
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O,[M+Na]+,192.830983,195.90022,355.2613304,2
Oc1ccc(cc1NC(=O)c1ccccc1Br)C(C)(C)C,[M+H]+,174.07,173.76729,349.2478000000001,2
COC(=O)C1=C(C)NC(=S)NC1c1ccccc1Br,[M-H]-,166.43,165.76208,340.22220000000004,2
O=C(COC(=O)c1cccc2c1oc(c1ccccc1)c(c2=O)C)NCC1CCCCC1,[M-H]-,217.3,212.34077,432.49620000000033,2
C1=C(NC=N1)C[C@@H](C(=O)O)NC(=O)CCN,[M+H]+,152.1803083,146.25035,227.1143903,2
O=S(=O)(N(c1nccs1)Cc1cccnc1)c1ccccc1,[M+Na]+,177.08,179.7293,354.4118000000001,2
O=C1CCCN1c1cccc(c1)OCc1onc(n1)c1cscc1,[M+H]+,173.48,177.65836,342.3998,2
COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)OC)OC)OC,[M+H]+,190.9,193.97244,403.1392677,2
Brc1ccc(=O)n(c1)Cc1ccc(cc1)C(=O)Nc1ccccc1,[M-H]-,190.99,185.14081,382.2372000000001,2
CN(S(=O)(=O)c1ccc(cc1)C(=O)N(C1CC1)Cc1ccc(cc1)F)C,[M+Na]+,202.73,200.6597,399.4428000000001,2
COc1cc(CC(=O)Nc2ccc(cc2C)C)cc(c1OC)OC,[M+Na]+,192.59,191.76836,352.38580000000013,2
O=C(Cn1cnc2c(c1=O)cccc2)Nc1ccc(cc1)O,[M+H]+,172.72,173.95058,296.3058,2
O=C(Cn1cnc2c1c(=O)n(C)c(=O)n2C)NC(c1ccc(cc1)n1cncc1)C,[M+H]+,187.72,197.87054,408.44180000000006,2
CONC(=O)C(NS(=O)(=O)c1ccc(cc1)OC)C,[M+Na]+,171.77,172.21436,311.31480000000005,2
O=C(N1CCN(CC1)C(=O)c1cc(oc1C)C)Nc1ccccc1Cc1ccccc1,[M-H]-,209.13,207.42606,416.50120000000015,2
Cn1ncc2c1ncnc2NCc1ccc(cc1)c1ccn[nH]1,[M-H]-,178.73,174.78378,304.33720000000005,2
O=S(=O)(c1cccc(c1)c1nnc(o1)SCCc1ccccc1)N1CCOCC1,[M+H]+,204.9,200.0954,432.54680000000025,2
O=C(c1cc(ccc1N1CCCC1)S(=O)(=O)N1CCOCC1)NCc1ccco1,[M+H]+,205.26,204.29216,420.5108000000002,2
O=C(Nc1c(C)n(n(c1=O)c1ccccc1)C)CCc1cscc1,[M+Na]+,183.97,190.08173,364.4258000000001,2
COC(=O)C1(CCCCC1)NS(=O)(=O)N1CCCC(C1)C,[M+H]+,172.51,171.41695,319.4468000000001,2
CCC1(CC)NC(=O)N(C1=O)CC(=O)Nc1cc(F)cc(c1)F,[M-H]-,170.79,172.55765,324.3072,2
COc1cc(ccc1OC(F)F)CN(C(=O)Cn1c(=O)c2n(C)cnc2n(c1=O)C)C,[M+Na]+,193.55,199.57683,460.3928000000002,2
O=C(c1ccc(c(c1)F)F)CN1C(=O)NC(C1=O)(c1ccccc1)c1ccccc1,[M-H]-,184.67,186.02013,405.38020000000006,2
N#CC1(CCCCC1)NC(=O)C(Sc1nccn1C)C,[M-H]-,178.62,175.63306,291.4002000000001,2
CCCCN1C(=O)CCC(C1c1ccc(cc1)OC)C(=O)N1CCN(CC1)C(=O)c1cccs1,[M-H]-,221.35,223.20255,482.6262000000004,2
O=C(CN1CCSC1=O)NCc1cn(nc1c1ccccc1)c1ccccc1,[M+Na]+,197.02,195.64104,415.4738,2
COc1cccc(c1)CN1C(=O)NC2(C1=O)CCCc1c2cccc1,[M+H]+,180.28,178.64066,337.3988,2
CNC(=O)c1ccc(cc1)CN(C(=O)Cn1cnc2c(c1=O)c(cs2)c1cccs1)C,[M-H]-,221.6,217.18884,451.5532000000002,2
O=C(N1CCN(CC1)c1ncccn1)Cn1cnc2c(c1=O)cc(s2)c1ccccc1,[M+H]+,197.76,203.70786,433.51680000000016,2
COc1ncccc1CNC(=O)C12CC3CC(C2)CC(C1)C3,[M+Na]+,186.77,182.1878,323.39180000000005,2
CC1=NCCC2=C1NC3=C2C=CC(=C3)O,[M+H-H2O]+,132.9,135.14027,182.079963,2
COc1cc(ccc1OC)CN(C(=O)NCc1ccccc1OC)C,[M+Na]+,177.05,180.27158,367.40080000000006,2
CCCN(C(=O)COC(=O)C(=Cc1ccco1)n1nnnc1c1ccccc1)CC1CC1,[M+H]+,207.07,202.10196,436.4918000000002,2
CCC(C(C(=O)N(Cc1ccc(cc1)C(=O)NC)C)c1ccccc1)C,[M+H]+,191.23,191.07549,353.4858000000001,2
N#CCSc1nnc(n1c1ccccc1)c1ccc2c(c1)OCO2,[M+H]+,175.34,176.42203,337.3838000000001,2
CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,[M+Na]+,201.8,200.1147,337.2143802,2
O=C(N1C(COc2c1cccc2)c1ccccc1)CNc1cccc(c1)S(=O)(=O)N1CCOCC1,[M-H]-,215.97,215.48003,492.5772000000004,2
O=C(N1CCN(CC1)C(c1ccccc1)c1ccccc1)CCn1cnc2c1cccc2,[M+H]+,206.54,208.25302,425.5558000000002,2
O=C(c1cc(F)ccc1Br)N1CCN(CC1)C(=O)C1CC1,[M+H]+,174.53,172.4646,356.21480000000014,2
O=C(NC(c1ccc2c(c1)OCCO2)C)CSc1nnc(n1c1ccccc1)c1ccco1,[M+Na]+,203.01,209.84836,485.5208000000001,2
O=C(NC(c1ccccc1)C)COC(=O)c1ccc(cc1)c1ccccc1,[M+H]+,198.52,193.432,360.4328,2
COc1ccc(cc1)C(c1ccccc1)NC(=O)CN1CCc2c1cccc2,[M+H]+,196.76,194.08653,373.4758000000001,2
CCC1(NC(=O)N(C1=O)Cc1ccccc1)c1ccccc1,[M-H]-,169.55,171.39114,293.3462,2
CCC(=O)NCc1nc2c(n1Cc1ccccc1Cl)cccc2,[M-H]-,174.14,179.67722,326.8072000000001,2
O=C1NC2(C(=O)N1CC1COc3c(O1)cccc3)CCOc1c2cccc1,[M+H]+,183.01,181.94289,367.38080000000014,2
O=C(Nc1ccc2c(c1)OCCCO2)CCn1ncc(=O)c2c1cccc2,[M+H]+,190.03,191.76653,366.3968,2
O=C(CN1C(=O)NC2(C1=O)CCc1c2cccc1)NC1CCCCC1,[M+Na]+,194.46,189.0784,364.4008000000002,2
COCc1c(oc2c1cccc2)C(=O)N1CCc2c1ccc(c2)C(=O)OC,[M+Na]+,204.03,198.15047,388.3748000000001,2
Fc1ccc2c(c1)sc(n2)NS(=O)(=O)c1ccc2c(c1)OCCO2,[M-H]-,180.42,179.22916,365.3872000000002,2
O=C(Cn1nc(c(c1C)S(=O)(=O)N(C)C)C)NC1CCCCCC1,[M+Na]+,194.75,195.0394,379.4818000000002,2
COc1ccc(cc1)C1=NOC2(C1)N(C)c1c(C2(C)C)cccc1,[M+Na]+,190.53,185.97046,345.3978,2
CC(NC(=O)COC(=O)c1c(C)c(nc2c1cccc2)c1cccc(c1)Cl)C,[M-H]-,209.77,205.86095,395.8662000000001,2
Clc1ccc(cc1)C1=NN(C(C1)c1ccco1)C(=O)COC(=O)c1cc(ccc1F)S(=O)(=O)N1CCOCC1,[M+H]+,243.45,231.9673,577.0098,2
O=C(c1c(C)oc(c1C)C)OC(c1nc2ccccc2c(=O)[nH]1)C,[M+H]+,181.26,176.83218,327.35980000000006,2
O=C(Nc1ccc(cc1)C(C)C)COc1ncnc2c1cccc2,[M+H]+,184.49,186.84866,322.3878,2
O=C(NCc1ccccc1CN1CCOCC1)CSc1nnc(n1Cc1ccccc1)C1CC1,[M+H]+,201.74,211.77129,478.6418000000001,2
CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,[M+K]+,169.1,180.23299,390.1330479,2
O=C(c1cc(nn1c1ccccc1)c1ccccc1)N1CCN(CC1)S(=O)(=O)c1ccccc1,[M+Na]+,218.26,221.66678,495.55980000000034,2
O=C(N1CCCC1c1ccc2c(c1)OCCCO2)CSc1nnnn1C1CCCC1,[M+H]+,204.67,199.89635,430.5538000000002,2
CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,[M+H-H2O]+,198.0,202.27893,470.2055745,2
O=C(c1ccc(cc1)C(C)(C)C)N1CCN(CC1)S(=O)(=O)c1ccc(s1)Br,[M+H]+,209.84,206.61003,472.4498,2
Fc1ccc(cc1)C=C1C(=O)Nc2c1cccc2,[M+H]+,151.32,152.2136,240.2568,2
Cc1ccc(c(c1)n1ccnc1SCC(=O)N1CCN(CC1)C(=O)C1CC1)C,[M+Na]+,196.86,193.65904,421.5218000000003,2
CNC(=O)C1Oc2ccccc2N(C1)C(=O)C=Cc1cccc(c1OC(F)F)OC,[M-H]-,204.83,196.39746,417.38820000000015,2
CC(=CCC1=C(C=C2C(=C1O)C(=O)C3=C(C(=C(C=C3O2)OC)OC)CC=C(C)C)OC)C,[M+H]+,192.0,205.59773,439.2120387,2
O=C(C1CC(=O)N(C1)Cc1ccccc1Cl)Nc1ccccc1N1CCOCC1,[M-H]-,194.98,196.89407,412.89720000000034,2
CC(=O)O[C@@H]1[C@@H]2CC3=C4CC(=O)O[C@H]([C@@]4(CC[C@@H]3C(C2=O)([C@H](C1(C)C)CC(=O)OC)C)C)C5=COC=C5,[M+H]+,213.3,207.13965,513.2488181,2
COc1cc(OC)c(cc1N1CC(CC1=O)C(=O)Nc1ccccc1c1ccccc1)Cl,[M+Na]+,213.08,210.24966,473.9118,2
CC(CC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)N(C)C,[M+H]+,169.6,169.9549,297.1966634,2
O=C(c1cc(ccc1C)S(=O)(=O)N)NCCc1ccccc1C,[M+H]+,179.25,182.50757,333.4328,2
CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,[M+H]+,184.2,185.54443,389.1712365,2
O=C(NC(C)(C)C)COC(=O)COc1ccc(cc1)Cl,[M-H]-,179.74,177.52911,298.74620000000004,2
O=C(N(C1=CCCCC1)Cc1ccco1)CSc1nnnn1C1CCCC1,[M+H]+,195.17,191.91197,388.51680000000016,2
Cc1onc(c1)NC(=O)c1ccc(o1)Cn1ccccc1=O,[M-H]-,177.81,171.4486,298.2782000000001,2
Cc1onc(c1c1nnc(o1)Cn1cc(cc(c1=O)Cl)C(F)(F)F)c1ccccc1,[M-H]-,199.35,194.82147,435.76920000000007,2
O=C1N(CC)CC(CCN2CCOCC2)C1(C3=CC=CC=C3)C4=CC=CC=C4,[M+H]+,183.4,186.75674,379.2385282,2
Cc1cccc(c1N1CC(=O)C(=C1N)c1nc2c([nH]1)cccc2)C,[M+H]+,179.42,181.91364,319.3878,2
C#CCNC(=O)CCc1nc2ccccc2c(=O)[nH]1,[M+Na]+,164.26,165.52695,278.2668,2
Fc1cccc(c1)n1nnnc1SC(C(=O)N1CCCCC1)c1ccccc1,[M+H]+,188.79,190.0855,398.4868000000002,2
C#CCOc1cc2ccccc2cc1C(=O)O,[M-H]-,146.59,153.58836,225.2232,2
Brc1ccccc1c1nnc(o1)Cn1c(=O)c(F)cn(c1=O)C1CCCO1,[M+Na]+,199.8,199.07556,460.21480000000025,2
C/C=C(/C)\C(=O)O[C@H]1CC[C@]2([C@H]3[C@@]1(O[C@@]24C[C@]5([C@@H]6CN7C[C@H](CC[C@H]7[C@@]([C@]6([C@H](C[C@]5([C@@H]4CC3)O)O)O)(C)O)C)O)O)C,[M+H]+,236.5,237.50748,592.3485321,2
CCCN(C(=O)c1oc2c(c1C)cccc2)Cc1nnc(o1)c1ccccc1Cl,[M+Na]+,211.27,206.548,432.8628000000001,2
CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O,[M+H-H2O]+,163.4,174.69327,330.096007,2
Fc1ccc2c(c1)cc([nH]2)C(=O)NCc1ccc(cc1)C(=O)N1CCOCC1,[M+H]+,204.46,194.55313,382.4148000000002,2
CNS(=O)(=O)c1ccc(c(c1)[N+](=O)[O-])N1CCCCCC1,[M-H]-,174.38,172.40869,312.37120000000016,2
COc1cc(ccc1OCC(=O)N1CCOCC1)C(=O)NC(c1cc(C)ccc1C)C,[M+H]+,213.28,213.41408,427.52080000000007,2
CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)O,[M+K]+,194.2,195.21144,510.1436296,2
O=C(c1ccc2c(c1)OCCO2)NCc1ccccc1OC(F)(F)F,[M+Na]+,185.9,184.25458,376.2858,2
COc1ccc(cc1)C1CCCN1C(=O)c1ccc(cc1)OC(F)(F)F,[M+Na]+,194.25,191.78416,388.3408,2
O=C(NC(C)(C)C)CNC(=O)c1sc(nc1C)c1cscc1,[M+H]+,190.05,182.09003,338.4778,2
O=C(c1ccc(cc1)S(=O)(=O)N1CCOCC1)OC(c1ccccc1)c1ccccc1,[M+H]+,214.46,207.49387,438.5248,2
CCCN(C(=O)c1ccc(cc1)S(=O)(=O)N1CCOCC1)Cc1nnc(o1)c1ccccc1Cl,[M+Na]+,218.23,223.26492,527.9858000000003,2
COc1ccc(cc1)C1(NC(=O)N(C1=O)C(C(=O)NC1CC1)C)c1ccc(cc1)OC,[M+Na]+,212.42,210.82654,446.45880000000017,2
Cc1ccc(cc1)c1nnc(o1)SC(C(=O)N1CCOCC1)c1ccccc1,[M-H]-,203.27,199.38303,394.4762000000002,2
NC(=O)C(Sc1[nH]cc(n1)c1ccc(cc1)Br)C,[M-H]-,165.63,169.88559,325.2112000000001,2
CCOc1cc(cc(c1OC)c1ccccc1)C(=O)OCc1ncc(n1C)Cl,[M+Na]+,213.67,201.14752,423.8518000000001,2
CC(C(=O)NC1CCCC1)OC(=O)c1ccccc1,[M+Na]+,175.73,176.15395,284.3108,2
